Style No,Style Long Description,Back,Back,Back 2,Back 2,Back 2,Back 2,Edge,Edge,Edge,Edge,Edge 2,Edge 2,Edge 2,Edge 2,Front,Main,Main,Main,Main 2,Main 2,Main 2,Main 2,Model,Model,Model,Model,Model,Model,Model,Model 2,Profile,Profile,Top,Top,Assortment_Type,caratage_of_predom_mat_1,caratage_of_predom_mat_2,caratage_of_predom_mat_3,Closure Type,Commercial Reference,Country of Origin,Diamond Carat Weight,Fish_&_Wild,funct_hier_lvl4_item_shape,Gender,item_note,Launch Date - Wholesales (US),man_made_stones,measure_1,measure_3,measure_4,measure_5,merch_hier_lv2_sub_collection,merch_hier_lvl_collection,NFR Size Code,NRF_color_code,Predominant_Color_Descr,Primary Material,Product Description,Product Type,Retail Price,Retail Price - Dollar Sign,sales_life_cycle,season,Season Code,season_year,Size,stone_id_1,stone_id_2,stone_id_3,stone_id_4,supply_life_cycle,UPC Code,Variant No,Vendor Name,salsify:profile_asset_id
RB90345X7,"WOMEN's Asli Classic Chain Link Silver Band Ring 6mm, Size 7",,,,,,,http://images.salsify.com/image/upload/s--8siKC5QJ--/gl88zcjj1n2pznswldze.tiff,,,,,,,,,http://images.salsify.com/image/upload/s--iSfSpZYm--/lugmnlnbnpa7exwxdspz.tiff,,,,,,,http://images.salsify.com/image/upload/s--s_DWHRcK--/jbbqekdnxvkrsit4dque.jpg,http://images.salsify.com/image/upload/s--81eAq-_g--/m5znbzve8jke9wgtve6z.tiff,http://images.salsify.com/image/upload/s--8siKC5QJ--/gl88zcjj1n2pznswldze.tiff,http://images.salsify.com/image/upload/s--iSfSpZYm--/lugmnlnbnpa7exwxdspz.tiff,,,,,,,http://images.salsify.com/image/upload/s--81eAq-_g--/m5znbzve8jke9wgtve6z.tiff,,NON CORE,,,,,RB90345X7,ID,0,No,Band,WOMEN,,1/25/2019,No,0,6,0,0,Classic,Chain,71550,,,Silver,Asli Classic Chain Link 6MM Band Ring in Silver,Ring,350,$,Newness,SPRING,S19,2019,7,,,,,Launch/One Shot,8.25429E+12,RB90345,John Hardy,
RB90378X7,"WOMEN's Asli Classic Chain Link Silver Ring, Size 7",,,,,,,http://images.salsify.com/image/upload/s--F3IW0mAr--/k4nywgco0lv8bbl6d1fb.tiff,,,,,,,,,http://images.salsify.com/image/upload/s--d9FE3gLV--/tbuhu6gexqzlud7bvtfx.tiff,,,,,,,http://images.salsify.com/image/upload/s--PQcVOdaz--/wjahw8rnufmyuakzzw7r.jpg,http://images.salsify.com/image/upload/s--TB5ncdxN--/byk9sc6oblq2wmqx7tqc.tiff,http://images.salsify.com/image/upload/s--F3IW0mAr--/k4nywgco0lv8bbl6d1fb.tiff,http://images.salsify.com/image/upload/s--d9FE3gLV--/tbuhu6gexqzlud7bvtfx.tiff,,,,,,,http://images.salsify.com/image/upload/s--TB5ncdxN--/byk9sc6oblq2wmqx7tqc.tiff,,NON CORE,,,,,RB90378X7,ID,0,No,Other,WOMEN,,1/25/2019,No,0,6,19,0,Classic,Chain,71550,,,Silver,Asli Classic Chain Link Ring in Silver,Ring,495,$,Newness,SPRING,S19,2019,7,,,,,Launch/One Shot,8.25429E+12,RB90378,John Hardy,
RB93336X10,"MEN's Modern Chain Silver Ring, Size 10",,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--6vCKdDHD--/lbjpjjhlzxbfs5bloize.jpg,http://images.salsify.com/image/upload/s--mjBJo6W4--/zhktujrettgtgokwiwjr.jpg,,,,,,http://images.salsify.com/image/upload/s--ODzr2Onc--/hne5agbjlhmq3cmfzfe8.jpg,http://images.salsify.com/image/upload/s--xX2N4sOO--/hakwcamfxj8ybhdiffn1.jpg,,,,,,,,,,,CORE,,,,,RB93336X10,ID,0,No,Other,MEN,,9/25/2017,No,0,6.5,13.5,0,Modern,Chain,71562,,,Silver,Modern Chain Ring in Silver,Ring,395,$,Active,FALL,F17,2017,10,,,,,Star,8.25429E+12,RB93336,John Hardy,
RB94559X7,"WOMEN's Classic Chain Silver Double Coil Ring, Size 7",,,,,,,,,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--7WuXviAR--/yxb5zw1baiql9to4ptpp.jpg,,,,,,,,,,,,NON CORE,,,,,RB94559X7,ID,0,No,Coil,WOMEN,,10/1/2017,No,0,9.5,0,0,Classic,Chain,71550,,,Silver,Classic Chain Double Coil Ring,Ring,198.5,$,Active,FALL,F17-CO,2017,7,,,,,Star,8.25429E+12,RB94559,John Hardy,
RB9465X7,"WOMEN's Modern Chain Silver Medium Ring, Size 7",,,,,,,http://images.salsify.com/image/upload/s--AT1cWGij--/ucmbfhjwyivix1xirbpj.jpg,,,,,,,,,http://images.salsify.com/image/upload/s--BhxUjL5S--/yqnsvckquc5kjwkqgssj.jpg,,,,,,,http://images.salsify.com/image/upload/s--IQ_HL4fl--/xdhzmthljox5ujqznwly.jpg,,,,,,,,,,http://images.salsify.com/image/upload/s--th5QqqS---/eflterey2gfbuw5naq7s.jpg,,NON CORE,,,,,RB9465X7,ID,0,No,Other,WOMEN,,9/25/2017,No,0,5.5,12.5,0,Modern,Chain,71550,,,Silver,Modern Chain 12.5MM Ring in Silver,Ring,395,$,Active,FALL,F17,2017,7,,,,,Star,8.25429E+12,RB9465,John Hardy,
RB999701X7,"WOMEN's Classic Chain Silver Small Bypass Ring, Size 7",,,,,,,http://images.salsify.com/image/upload/s--yOd1EUn5--/smay7vkuconc50zndbte.jpg,,,,,,,,,http://images.salsify.com/image/upload/s--toYORGK8--/asccv6fagwfbcmtm2u9k.jpg,,,,,,,http://images.salsify.com/image/upload/s--XOuEvZb_--/iq7c7rn8dzwf1fmowpgs.jpg,,,,,,,,,,http://images.salsify.com/image/upload/s--UbhyYA4s--/ncbpl2wvforbues18ggx.jpg,,CORE,,,,,RB999701X7,ID,0,No,Bypass,WOMEN,,8/15/2017,No,0,3,12.5,0,Classic,Chain,71550,,,Silver,Classic Chain Bypass Ring in Silver,Ring,395,$,Active,FALL,F17,2017,7,,,,,Contributor,8.25429E+12,RB999701,John Hardy,
RB999755X7,"WOMEN's Classic Chain Wave Silver Saddle Ring, Size 7",,,,,,,http://images.salsify.com/image/upload/s--JWV6pjld--/j4mjerwwqc7gc7mmvriw.jpg,,,,,,,,,http://images.salsify.com/image/upload/s--CNiYmK1c--/k4qwfylswqbe9wdmmepb.jpg,,,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--nDC5R8VC--/uwy9chswfsd2bzcstj1u.jpg,,NON CORE,,,,,RB999755X7,ID,0,No,Saddle,WOMEN,,1/25/2018,No,0,5,21,0,Classic,Chain,71550,,,Silver,Classic Chain Wave Saddle Ring in Silver,Ring,395,$,Active,SPRING,S18,2018,7,,,,,Star,8.25429E+12,RB999755,John Hardy,
RBP39992DIX7,"WOMEN's Dot Silver Diamond Pave (0.09ct) 10.5mm Band Ring, Size 7",,,,,,,,,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--bKGdakLH--/z5wcog6ektq02xe9z1bf.jpg,,,,,,,,,,,,NON CORE,,,,,RBP39992DIX7,TH,0.09,No,Band,WOMEN,,10/1/2017,No,0,10.5,0,0,Dot,Dot,71550,,,Silver,Dot 10.5MM Band Ring in Silver with Diamonds,Ring,695,$,Active,FALL,F17-CO,2017,7,White Diamond,,,,Star,8.25429E+12,RBP39992,John Hardy,
RBP5055DIX7,"WOMEN's Bamboo Silver Diamond Pave Slim Ring (0.06ct), Size 7",,,,,,,http://images.salsify.com/image/upload/s--c4Nn07CP--/digpno7g0vj0wojiuyzd.jpg,http://images.salsify.com/image/upload/s--VUutJh14--/a8stimev13tt2cmekltl.jpg,,,,,,,,http://images.salsify.com/image/upload/s--fWwZSJvu--/urqocszidaq6fvj252y3.jpg,http://images.salsify.com/image/upload/s--mOaN2MD---/mv4dixqtthzkucyiifhb.jpg,,,,,,http://images.salsify.com/image/upload/s--6QD8cFjj--/ql6e5da5irkzgyiyy7z7.jpg,http://images.salsify.com/image/upload/s--ECjJWpB_--/tj4asaarapbwtgpnwpt0.jpg,,,,,,,http://images.salsify.com/image/upload/s--unr-TJEa--/xovkrytzlhccdpmzszs9.jpg,http://images.salsify.com/image/upload/s--Gc56O8D9--/dus2jtc5odjnonpelcf7.jpg,,,CORE,,,,,RBP5055DIX7,TH,0.06,No,Band,WOMEN,,2/1/2008,No,0,3.5,0,0,Bamboo,Bamboo,71550,,,Silver,Bamboo 3.5MM Band Ring in Silver with Diamonds,Ring,350,$,Active,SPRING,S08,2008,7,White Diamond,,,,Contributor,8.25429E+12,1_383_2145055,John Hardy,
RBP72712DIX7,"WOMEN's Classic Chain Hammered Silver Diamond Pave (0.27ct) Small Saddle Ring, Size 7",,,,,,,http://images.salsify.com/image/upload/s--Hg5FGjgl--/oulvfjq8mg0iv8emh44x.jpg,http://images.salsify.com/image/upload/s--Aw2lsVYH--/hn32zdizk2lzvpkvcmcw.jpg,,,,,,,,http://images.salsify.com/image/upload/s--HLbxgsGp--/xhqqsizhmqolrjsucufg.jpg,http://images.salsify.com/image/upload/s--Osob8AYE--/garyi0msfy7iignjfgwd.jpg,,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--ecVjaOWe--/u2jsx0lm3cjmw75cpz9j.jpg,http://images.salsify.com/image/upload/s--dNe08M7---/w9vallay8rwwhj4xjdpa.jpg,CORE,,,,,RBP72712DIX7,TH,0.27,No,Saddle,WOMEN,,10/5/2015,No,0,4,17.5,0,Classic,Chain,71550,,,Silver,Classic Chain Saddle Ring in Hammered Silver with Diamonds,Ring,995,$,Active,FALL,F15,2015,7,White Diamond,,,,Star,8.25429E+12,1_409_21472712,John Hardy,
RBS57614BLSX7,"WOMEN's Bamboo Silver Lava Wide Ring with Black Sapphire, Size 7",,,,,,,http://images.salsify.com/image/upload/s--x0EBl8kv--/yabksjxeq28qgvmdgsoe.jpg,http://images.salsify.com/image/upload/s--7Z2oJF5Z--/mdajuojzpmvu9czfr4bh.jpg,http://images.salsify.com/image/upload/s--RzkRU8Qm--/qr9bn8ysgvpox840hlfk.jpg,http://images.salsify.com/image/upload/s--OYGyDG0o--/dxgt2q46an1d6ksbibxv.jpg,394c3d5966a5493910e76ebf448da2f86b4a0630,229519040f0811da5c4d52568af31c58b727ebab,http://images.salsify.com/image/upload/s--x0EBl8kv--/yabksjxeq28qgvmdgsoe.jpg,http://images.salsify.com/image/upload/s--RzkRU8Qm--/qr9bn8ysgvpox840hlfk.jpg,,http://images.salsify.com/image/upload/s--Azjxw_l1--/jw62lznwnke302jlccle.jpg,http://images.salsify.com/image/upload/s--p-D8t_dj--/gacsmdnjurwtypp1atyk.jpg,,55a4336c441953d81b26a09fb8ddff0dca83dcaf,46320ab6900c6043ec7e945ea5a04b1edab7cfef,http://images.salsify.com/image/upload/s--EwnlWq4U--/iatxefuwcwfjl9kfigwj.jpg,http://images.salsify.com/image/upload/s--y1EYNwf8--/rpzr8prnnuys6ubmecmu.jpg,http://images.salsify.com/image/upload/s--rL0-bD62--/elftgm5ovisrswmkmufv.jpg,http://images.salsify.com/image/upload/s--9QLA_icz--/xb6y5gfoiowsz3hu5qed.jpg,,,,,,,,,http://images.salsify.com/image/upload/s--kQNQLAAj--/u2bwpemblrfzd239lngr.jpg,http://images.salsify.com/image/upload/s--pHvIUhZ9--/za1mpg9oeucu2asnu10i.jpg,CORE,,,,,RBS57614BLSX7,TH,0,No,Other,WOMEN,,1/29/2014,No,0,6,15.5,0,Bamboo,Bamboo,71550,1,Black,Silver,Bamboo Ring in Silver with Gemstone,Ring,595,$,Active,SPRING,S14,2014,7,Black Sapphire,,,,Star,8.25429E+12,1_384_21457614,John Hardy,
RBS57614BLSX8,"WOMEN's Bamboo Silver Lava Wide Ring with Black Sapphire, Size 8",,,,,,,http://images.salsify.com/image/upload/s--x0EBl8kv--/yabksjxeq28qgvmdgsoe.jpg,http://images.salsify.com/image/upload/s--7Z2oJF5Z--/mdajuojzpmvu9czfr4bh.jpg,http://images.salsify.com/image/upload/s--RzkRU8Qm--/qr9bn8ysgvpox840hlfk.jpg,http://images.salsify.com/image/upload/s--OYGyDG0o--/dxgt2q46an1d6ksbibxv.jpg,394c3d5966a5493910e76ebf448da2f86b4a0630,229519040f0811da5c4d52568af31c58b727ebab,http://images.salsify.com/image/upload/s--x0EBl8kv--/yabksjxeq28qgvmdgsoe.jpg,http://images.salsify.com/image/upload/s--RzkRU8Qm--/qr9bn8ysgvpox840hlfk.jpg,,http://images.salsify.com/image/upload/s--Azjxw_l1--/jw62lznwnke302jlccle.jpg,http://images.salsify.com/image/upload/s--p-D8t_dj--/gacsmdnjurwtypp1atyk.jpg,,55a4336c441953d81b26a09fb8ddff0dca83dcaf,46320ab6900c6043ec7e945ea5a04b1edab7cfef,http://images.salsify.com/image/upload/s--EwnlWq4U--/iatxefuwcwfjl9kfigwj.jpg,http://images.salsify.com/image/upload/s--y1EYNwf8--/rpzr8prnnuys6ubmecmu.jpg,http://images.salsify.com/image/upload/s--rL0-bD62--/elftgm5ovisrswmkmufv.jpg,http://images.salsify.com/image/upload/s--9QLA_icz--/xb6y5gfoiowsz3hu5qed.jpg,,,,,,,,,http://images.salsify.com/image/upload/s--kQNQLAAj--/u2bwpemblrfzd239lngr.jpg,http://images.salsify.com/image/upload/s--pHvIUhZ9--/za1mpg9oeucu2asnu10i.jpg,CORE,,,,,RBS57614BLSX8,TH,0,No,Other,WOMEN,,1/29/2014,No,0,6,15.5,0,Bamboo,Bamboo,71554,1,Black,Silver,Bamboo Ring in Silver with Gemstone,Ring,595,$,Active,SPRING,S14,2014,8,Black Sapphire,,,,Star,8.25429E+12,1_384_21457614,John Hardy,
RBS58944BLSX7,"WOMEN's Bamboo Silver Lava Extra-Wide Ring with Black Sapphire, Size 7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--rfIyMMpB--/cfkmi9nfyvkyfusjpyv4.jpg,http://images.salsify.com/image/upload/s--twETFdIC--/tc6oaz1cfwvgflnepmjk.jpg,CORE,,,,,RBS58944BLSX7,TH,0,No,Other,WOMEN,,2/2/2015,No,0,8,32,0,Bamboo,Bamboo,71550,1,Black,Silver,Bamboo Ring in Silver with Gemstone,Ring,650,$,Active,SPRING,S15,2015,7,Black Sapphire,,,,Star,8.25429E+12,1_384_21458944,John Hardy,
RBS59394BLSBNX7,"WOMEN's Bamboo Silver 14mm Band Ring with Black Sapphire and Black Spinel, Size 7",,,,,,,http://images.salsify.com/image/upload/s--flkYW3zu--/tbzirmyikheuvjnxozpf.jpg,,,,,,,,,http://images.salsify.com/image/upload/s--GAsmEnMd--/fi67xcnf8xgqjd9kz2zu.jpg,,,,,,,http://images.salsify.com/image/upload/s--V-_dNAc8--/s6po2rkq7guzpxmmo7c7.jpg,,,,,,,,,,http://images.salsify.com/image/upload/s--lM80wJKv--/rcddl32im4c2odqby09v.jpg,,NON CORE,,,,,RBS59394BLSBNX7,TH,0,No,Band,WOMEN,,7/25/2018,No,0,14,0,0,Bamboo,Bamboo,71550,1,Black,Silver,Bamboo 14MM Band Ring in Silver with Gemstone,Ring,495,$,Active,FALL,F18,2018,7,Black Spinel,Black Sapphire,,,Contributor,8.25429E+12,RBS59394,John Hardy,
RBS601235GMOPX7,"WOMEN's Legends Naga Silver Small Saddle Ring 21mm with Grey Mother of Pearl, Size 7",,,,,,,http://images.salsify.com/image/upload/s--fuZ-IJZQ--/ipk1nfdas7vpefrtvuhu.jpg,,,,,,,,,http://images.salsify.com/image/upload/s--39COFmX_--/iz4pylcfo72rmwtwm3fj.jpg,,,,,,,http://images.salsify.com/image/upload/s--wNeUQ0Bk--/uzfqnym57wk6laushxxm.jpg,,,,,,,,,,http://images.salsify.com/image/upload/s--MmBgmJtq--/gmgogq8uwebfmo8tgd3x.jpg,,NON CORE,,,,,RBS601235GMOPX7,TH,0,MOP,Saddle,WOMEN,,8/20/2018,No,0,3,21,0,Naga,Legends,71550,20,Grey,Silver,Legends Naga Saddle Ring in Silver with Gemstone,Ring,595,$,Active,FALL,F18,2018,7,Grey Mother of Pearl,,,,Contributor,8.25429E+12,RBS601235,John Hardy,
RBS6501184BLSBNX7,"WOMEN's Legends Naga Silver Ring with Black Sapphire, Black Spinel and Blue Sapphire Eyes, Size 7",,,,,,,http://images.salsify.com/image/upload/s--m8NUWswx--/xr3p7t75kvkbv7vao7zu.jpg,,,,,,,,,http://images.salsify.com/image/upload/s--0iePMTU6--/cckvwbdxddzzkthtltga.jpg,,,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--j4CtbJ0y--/qepzvunnb0xdtc6spqyw.jpg,,CORE,,,,,RBS6501184BLSBNX7,TH,0,No,Other,WOMEN,,7/25/2017,No,0,5,18,0,Naga,Legends,71550,1,Black,Silver,Legends Naga Ring in Silver with Gemstone,Ring,1295,$,Active,FALL,F17,2017,7,Black Spinel,Black Sapphire,Blue Sapphire,,Star,8.25429E+12,RBS6501184,John Hardy,
RBS6501204BHBLSBNX7,"WOMEN's Legends Naga Silver Ring in Brushed Finish with Black Sapphire, Black Spinel and Blue Sapphire Eyes, Size 7",,,,,,,http://images.salsify.com/image/upload/s--hlYF4-hs--/ucujqenbbw2jlmynnpaz.jpg,,,,,,,,,http://images.salsify.com/image/upload/s--zARf1Sq8--/e0dqgyjbebsudxfabeop.jpg,,,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--dLX-Vu7q--/eyjj6jv7hr2clivniqsb.jpg,,CORE,,,,,RBS6501204BHBLSBNX7,TH,0,No,Other,WOMEN,,7/25/2017,No,0,4,6.5,0,Naga,Legends,71550,1,Black,Silver,Legends Naga Ring in Brushed Silver with Gemstone,Ring,595,$,Active,FALL,F17,2017,7,Black Spinel,Black Sapphire,Blue Sapphire,,Star,8.25429E+12,RBS6501204,John Hardy,
RBS659641AFRBBLSX7,"WOMEN's Legends Naga Silver Lava Small Dragon Ring with Fresh Water Pearl (10.5-11.0mm), Black Sapphire and African Ruby Eye, Size 7",,,,,,,http://images.salsify.com/image/upload/s--qeTzuBai--/zrwumfxgod1anqbj0djd.jpg,,,,,,,,,http://images.salsify.com/image/upload/s--FNb6JeA7--/mxi64r2ecnlgeohev6wm.jpg,,,,,,,http://images.salsify.com/image/upload/s--rUzTI5Ig--/ywnkgf4o0rt5iwccqui2.jpg,,,,,,,,,,http://images.salsify.com/image/upload/s--2LiE8muv--/sxk32rrt8ea0cxqtukx6.jpg,,NON CORE,,,,,RBS659641AFRBBLSX7,TH,0,F&W,Center Stone,WOMEN,,9/1/2014,No,0,3.5,13.5,0,Naga,Legends,71550,100,White,Silver,"Legends Naga Center Stone Ring in Silver, Pearl and Gemstone",Ring,495,$,Active,FALL,F14,2014,7,White Fresh Water Pearl,Black Sapphire,African Ruby,,Contributor,8.25429E+12,1_834_214659641,John Hardy,
RBS72714BNBLSX4-5,"WOMEN's Classic Chain Hammered Silver  Small Saddle Ring with Black Spinel and Black Sapphire, Size 4.5",,,,,,,http://images.salsify.com/image/upload/s--WYBComlw--/rxu9i43vs6ojoqnrn9je.jpg,,,,,,,,,http://images.salsify.com/image/upload/s--CjKVzGjl--/rdzi6vpklkuszx3acmgx.jpg,,,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--Klw4RbIF--/zqe7fqwnfxrm7s2lkd5e.jpg,,CORE,,,,,RBS72714BNBLSX4-5,TH,0,No,Saddle,WOMEN,,10/5/2015,No,0,4,17.5,0,Classic,Chain,,1,Black,Silver,Classic Chain Saddle Ring in Hammered Silver with Gemstone,Ring,520,$,Active,FALL,F15,2015,5-Apr,Black Spinel,Black Sapphire,,,Star,8.25429E+12,1_410_21472714,John Hardy,
RBS72714BNBLSX7,"WOMEN's Classic Chain Hammered Silver  Small Saddle Ring with Black Spinel and Black Sapphire, Size 7",,,,,,,http://images.salsify.com/image/upload/s--WYBComlw--/rxu9i43vs6ojoqnrn9je.jpg,,,,,,,,,http://images.salsify.com/image/upload/s--CjKVzGjl--/rdzi6vpklkuszx3acmgx.jpg,,,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--Klw4RbIF--/zqe7fqwnfxrm7s2lkd5e.jpg,,CORE,,,,,RBS72714BNBLSX7,TH,0,No,Saddle,WOMEN,,10/5/2015,No,0,4,17.5,0,Classic,Chain,71550,1,Black,Silver,Classic Chain Saddle Ring in Hammered Silver with Gemstone,Ring,495,$,Active,FALL,F15,2015,7,Black Spinel,Black Sapphire,,,Star,8.25429E+12,1_410_21472714,John Hardy,
RBS996691TQBMX10,"MEN's Classic Chain Silver Signet Ring with Turquoise with Black Matrix, Size 10",,,,,,,http://images.salsify.com/image/upload/s--uHO2EAK8--/zl6e97nesfrbyhb7al48.jpg,,,,,,,,,http://images.salsify.com/image/upload/s--ybA5up_O--/iokvkqwtiuzhorsslfn3.jpg,,,,,,,http://images.salsify.com/image/upload/s--dF51kFIh--/alhs8qhxixxgrb26azor.jpg,,,,,,,,http://images.salsify.com/image/upload/s--GtmRFXmE--/pfiniojfhvcweoyo908h.jpg,,http://images.salsify.com/image/upload/s--i0_PoBto--/owpt6qmrnzycq7qsp52y.jpg,,CORE,,,,,RBS996691TQBMX10,TH,0,No,Signet,MEN,,3/2/2015,No,0,6,16.5,0,Classic,Chain,71562,400,Blue,Silver,Classic Chain Signet Ring in Silver with 15x10MM Gemstone,Ring,495,$,Active,SPRING,S15,2015,10,Natural Arizona Turquoise,,,,Decline,8.25429E+12,2_408_214996691,John Hardy,
RG34017X7,"WOMEN's Dot Hammered 18K Gold Round Ring, Size 7",,,,,,,http://images.salsify.com/image/upload/s--kZVTqEDI--/dhbeomhpzqrxzbfsokzp.tiff,,,,,,,,,http://images.salsify.com/image/upload/s--QfGtEdjU--/mpwc8rksd2cm8tpkfgqs.tiff,,,,,,,http://images.salsify.com/image/upload/s--_n-myqR4--/fkerzodmx8tgu10icmsh.jpg,http://images.salsify.com/image/upload/s--Olytzkyd--/z77lc7ythcfiizibfgqr.tiff,http://images.salsify.com/image/upload/s--QfGtEdjU--/mpwc8rksd2cm8tpkfgqs.tiff,http://images.salsify.com/image/upload/s--kZVTqEDI--/dhbeomhpzqrxzbfsokzp.tiff,,,,,,,http://images.salsify.com/image/upload/s--Olytzkyd--/z77lc7ythcfiizibfgqr.tiff,,NON CORE,18k,,,,RG34017X7,TH,0,No,Other,WOMEN,,1/25/2019,No,0,2.5,10.5,0,Dot,Dot,71550,,,Gold,Dot Ring in Hammered 18K Gold,Ring,795,$,Newness,SPRING,S19,2019,7,,,,,Launch/One Shot,8.25429E+12,RG34017,John Hardy,
RGX340152DIX7,"WOMEN's Dot 18K Gold Diamond Pave(0.05ct) Round Ring, Size 7",,,,,,,http://images.salsify.com/image/upload/s--NLoEDCbh--/idbcjpn4iukkz2sugwbt.tiff,,,,,,,,,http://images.salsify.com/image/upload/s--c3TWwTH7--/t1omlplc0zochqwygaef.tiff,,,,,,,http://images.salsify.com/image/upload/s--zzR78EME--/s49guzmw2a2sto9i5e6p.jpg,http://images.salsify.com/image/upload/s--ikA9bJla--/wqeq2yc0amkspezitqzg.tiff,http://images.salsify.com/image/upload/s--c3TWwTH7--/t1omlplc0zochqwygaef.tiff,http://images.salsify.com/image/upload/s--NLoEDCbh--/idbcjpn4iukkz2sugwbt.tiff,,,,,,,http://images.salsify.com/image/upload/s--ikA9bJla--/wqeq2yc0amkspezitqzg.tiff,,NON CORE,18k,,,,RGX340152DIX7,TH,0.05,No,Other,WOMEN,,1/25/2019,No,0,2.5,6,0,Dot,Dot,71550,,,Gold,Dot Ring in 18K Gold with Diamonds,Ring,695,$,Newness,SPRING,S19,2019,7,White Diamond,,,,Launch/One Shot,8.25429E+12,RGX340152,John Hardy,
RGX340162DIX7,"WOMEN's Dot 18K Gold Diamond Pave(0.06ct) Round Ring, Size 7",,,,,,,http://images.salsify.com/image/upload/s---ao_Ibvt--/skpznaehtyrkg1zxf9zg.tiff,,,,,,,,,http://images.salsify.com/image/upload/s--ruBzZj2i--/wsan6bpv8vvfjjfgzgcx.tiff,,,,,,,http://images.salsify.com/image/upload/s--dtc3dk5d--/yfimfkt5biab3ji2pjat.jpg,http://images.salsify.com/image/upload/s--OZiD6ZpM--/irsokhdyqfzmtgqauand.tiff,http://images.salsify.com/image/upload/s--ruBzZj2i--/wsan6bpv8vvfjjfgzgcx.tiff,http://images.salsify.com/image/upload/s---ao_Ibvt--/skpznaehtyrkg1zxf9zg.tiff,,,,,,,http://images.salsify.com/image/upload/s--OZiD6ZpM--/irsokhdyqfzmtgqauand.tiff,,NON CORE,18k,,,,RGX340162DIX7,TH,0.06,No,Other,WOMEN,,1/25/2019,No,0,2.5,7.5,0,Dot,Dot,71550,,,Gold,Dot Ring in 18K Gold with Diamonds,Ring,895,$,Newness,SPRING,S19,2019,7,White Diamond,,,,Launch/One Shot,8.25429E+12,RGX340162,John Hardy,
RM999731X10,"MEN's Classic Chain Silver 8mm Band Ring, Size 10",,,,,,,http://images.salsify.com/image/upload/s--zXdzwkrN--/i3kn1csvddfwfjzzeqsi.jpg,,,,,,,,,http://images.salsify.com/image/upload/s--Io1-hFQ_--/onf4frnqturo77apigxt.jpg,,,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--6CBTkLaw--/ipdfyaxwmraklqwndtls.jpg,,NON CORE,,,,,RM999731X10,ID,0,No,Band,MEN,,1/25/2018,No,0,8,0,0,Classic,Chain,71562,,,Silver,Classic Chain 8MM Band Ring in Silver,Ring,395,$,Active,SPRING,S18,2018,10,,,,,Decline,8.25429E+12,RM999731,John Hardy,
RMS6511519BSPX10,"MEN's Legends Naga Silver Ring with Blue Sapphire Eyes, Size 10",,,,,,,http://images.salsify.com/image/upload/s--oouTBWl---/lxbp8xixgx253jak4aqk.jpg,,,,,,,,http://images.salsify.com/image/upload/s--IlISgjxe--/pwn7om78lw0smlwtbaa5.jpg,http://images.salsify.com/image/upload/s--PPXm3xM8--/mzhi7yxw4valuiz6hxj2.jpg,,,,,,,,,,,,,,,,,,,CORE,,,,,RMS6511519BSPX10,TH,0,No,Other,MEN,,2/15/2018,No,0,8,21,0,Naga,Legends,71562,,,Silver,Legends Naga Ring in Silver,Ring,895,$,Active,SPRING,S18,2018,10,Blue Sapphire,,,,Contributor,8.25429E+12,RMS6511519,John Hardy,
RMS933351BONX10,"MEN's Classic Chain Silver Ring with Black Onyx, Size 10",,,,,,,http://images.salsify.com/image/upload/s--Cv-a2Ys3--/jidh1dusr1pswsgq7coj.jpg,,,,,,,,,http://images.salsify.com/image/upload/s--gLe2H9NV--/tfaasfzj7arkpuuyrd9n.jpg,,,,,,,http://images.salsify.com/image/upload/s--Dg3Lz0bO--/uomvs7b3iakaic3vsa6v.jpg,,,,,,,,,,http://images.salsify.com/image/upload/s--taufdc2P--/zaa2fjga6ojhvrhmmxgt.jpg,,NON CORE,,,,,RMS933351BONX10,TH,0,No,Band,MEN,,7/25/2018,No,0,9.5,0,0,Classic,Chain,71562,1,Black,Silver,Classic Chain 9.5MM Band Ring in Silver with Gemstone,Ring,495,$,Active,FALL,F18,2018,10,Black Onyx,,,,Decline,8.25429E+12,RMS933351,John Hardy,
